CD_CENTRO,MesAno,EC_ANL_relativo_pred
CENTRO42,2025-07-01,0.19909303
CENTRO42,2025-08-01,0.15074912
CENTRO42,2025-09-01,0.14313217
CENTRO42,2025-10-01,0.12978515
CENTRO42,2025-11-01,0.11993824
CENTRO42,2025-12-01,0.11480241
CENTRO43,2025-07-01,0.110888
CENTRO43,2025-08-01,0.09478696
CENTRO43,2025-09-01,0.104062796
CENTRO43,2025-10-01,0.10744832
CENTRO43,2025-11-01,0.107484184
CENTRO43,2025-12-01,0.12537025
CENTRO44,2025-07-01,0.15523043
CENTRO44,2025-08-01,0.18153432
CENTRO44,2025-09-01,0.16767149
CENTRO44,2025-10-01,0.16431582
CENTRO44,2025-11-01,0.16756453
CENTRO44,2025-12-01,0.16431178
CENTRO45,2025-07-01,0.10838382
CENTRO45,2025-08-01,0.121387735
CENTRO45,2025-09-01,0.103466265
CENTRO45,2025-10-01,0.10750682
CENTRO45,2025-11-01,0.11090964
CENTRO45,2025-12-01,0.121429354
CENTRO46,2025-07-01,0.08306898
CENTRO46,2025-08-01,0.100675456
CENTRO46,2025-09-01,0.0944493
CENTRO46,2025-10-01,0.10234358
CENTRO46,2025-11-01,0.13175794
CENTRO46,2025-12-01,0.14241067
CENTRO47,2025-07-01,0.1419402
CENTRO47,2025-08-01,0.13296558
CENTRO47,2025-09-01,0.12530133
CENTRO47,2025-10-01,0.11956373
CENTRO47,2025-11-01,0.13521206
CENTRO47,2025-12-01,0.10919482
CENTRO48,2025-07-01,0.13947375
CENTRO48,2025-08-01,0.15192638
CENTRO48,2025-09-01,0.14379904
CENTRO48,2025-10-01,0.14193423
CENTRO48,2025-11-01,0.13414267
CENTRO48,2025-12-01,0.13414267
CENTRO5,2025-07-01,0.10817544
CENTRO5,2025-08-01,0.0980544
CENTRO5,2025-09-01,0.09565339
CENTRO5,2025-10-01,0.091843195
CENTRO5,2025-11-01,0.11866153
CENTRO5,2025-12-01,0.11849896
CENTRO50,2025-07-01,0.08305726
CENTRO50,2025-08-01,0.0801251
CENTRO50,2025-09-01,0.07892406
CENTRO50,2025-10-01,0.04494808
CENTRO50,2025-11-01,0.054615706
CENTRO50,2025-12-01,0.06431489
CENTRO51,2025-07-01,0.088669874
CENTRO51,2025-08-01,0.07011894
CENTRO51,2025-09-01,0.07595159
CENTRO51,2025-10-01,0.05861227
CENTRO51,2025-11-01,0.057500623
CENTRO51,2025-12-01,0.060125574
CENTRO52,2025-07-01,0.10815275
CENTRO52,2025-08-01,0.093227044
CENTRO52,2025-09-01,0.11253246
CENTRO52,2025-10-01,0.110663764
CENTRO52,2025-11-01,0.104718484
CENTRO52,2025-12-01,0.12537025
CENTRO54,2025-07-01,0.066157185
CENTRO54,2025-08-01,0.07154925
CENTRO54,2025-09-01,0.08026866
CENTRO54,2025-10-01,0.06526338
CENTRO54,2025-11-01,0.055809394
CENTRO54,2025-12-01,0.05966337
CENTRO55,2025-07-01,0.07012005
CENTRO55,2025-08-01,0.09358797
CENTRO55,2025-09-01,0.09545237
CENTRO55,2025-10-01,0.12708026
CENTRO55,2025-11-01,0.14714251
CENTRO55,2025-12-01,0.09782912
CENTRO6,2025-07-01,0.08122639
CENTRO6,2025-08-01,0.06311128
CENTRO6,2025-09-01,0.07770839
CENTRO6,2025-10-01,0.06378335
CENTRO6,2025-11-01,0.05945084
CENTRO6,2025-12-01,0.049465373
CENTRO60,2025-07-01,0.11752952
CENTRO60,2025-08-01,0.16623884
CENTRO60,2025-09-01,0.17465048
CENTRO60,2025-10-01,0.16178882
CENTRO60,2025-11-01,0.17580596
CENTRO60,2025-12-01,0.16606426
CENTRO61,2025-07-01,0.089257576
CENTRO61,2025-08-01,0.09981433
CENTRO61,2025-09-01,0.08792627
CENTRO61,2025-10-01,0.095492214
CENTRO61,2025-11-01,0.09266959
CENTRO61,2025-12-01,0.076994926
CENTRO62,2025-07-01,0.12625988
CENTRO62,2025-08-01,0.10585852
CENTRO62,2025-09-01,0.13870895
CENTRO62,2025-10-01,0.10236586
CENTRO62,2025-11-01,0.15082459
CENTRO62,2025-12-01,0.16323975
CENTRO63,2025-07-01,0.06577715
CENTRO63,2025-08-01,0.056484185
CENTRO63,2025-09-01,0.071211144
CENTRO63,2025-10-01,0.04626955
CENTRO63,2025-11-01,0.03732252
CENTRO63,2025-12-01,0.04141188
CENTRO64,2025-07-01,0.10415303
CENTRO64,2025-08-01,0.13498649
CENTRO64,2025-09-01,0.10762867
CENTRO64,2025-10-01,0.09980257
CENTRO64,2025-11-01,0.08610623
CENTRO64,2025-12-01,0.06749123
CENTRO65,2025-07-01,0.14685543
CENTRO65,2025-08-01,0.14273028
CENTRO65,2025-09-01,0.12013823
CENTRO65,2025-10-01,0.10193395
CENTRO65,2025-11-01,0.113704085
CENTRO65,2025-12-01,0.10600063
CENTRO69,2025-07-01,0.051916793
CENTRO69,2025-08-01,0.050661184
CENTRO69,2025-09-01,0.047682267
CENTRO69,2025-10-01,0.05837743
CENTRO69,2025-11-01,0.049465448
CENTRO69,2025-12-01,0.0635856
CENTRO70,2025-07-01,0.14135632
CENTRO70,2025-08-01,0.16383697
CENTRO70,2025-09-01,0.16712718
CENTRO70,2025-10-01,0.19037412
CENTRO70,2025-11-01,0.18788543
CENTRO70,2025-12-01,0.1847478
CENTRO71,2025-07-01,0.12471846
CENTRO71,2025-08-01,0.12701859
CENTRO71,2025-09-01,0.11752986
CENTRO71,2025-10-01,0.1253811
CENTRO71,2025-11-01,0.13221912
CENTRO71,2025-12-01,0.1193954
CENTRO72,2025-07-01,0.09406533
CENTRO72,2025-08-01,0.07379053
CENTRO72,2025-09-01,0.104264885
CENTRO72,2025-10-01,0.100081585
CENTRO72,2025-11-01,0.12348747
CENTRO72,2025-12-01,0.12589674
CENTRO73,2025-07-01,0.19502538
CENTRO73,2025-08-01,0.16559653
CENTRO73,2025-09-01,0.19534683
CENTRO73,2025-10-01,0.19074333
CENTRO73,2025-11-01,0.19458582
CENTRO73,2025-12-01,0.1875682
CENTRO77,2025-07-01,0.11938591
CENTRO77,2025-08-01,0.112740874
CENTRO77,2025-09-01,0.11148133
CENTRO77,2025-10-01,0.1316118
CENTRO77,2025-11-01,0.12733877
CENTRO77,2025-12-01,0.10564857
CENTRO8,2025-07-01,0.08852127
CENTRO8,2025-08-01,0.08080139
CENTRO8,2025-09-01,0.105939575
CENTRO8,2025-10-01,0.08904823
CENTRO8,2025-11-01,0.07367446
CENTRO8,2025-12-01,0.08611411
CENTRO83,2025-07-01,0.13841458
CENTRO83,2025-08-01,0.1250278
CENTRO83,2025-09-01,0.1099278
CENTRO83,2025-10-01,0.10213955
CENTRO83,2025-11-01,0.093040444
CENTRO83,2025-12-01,0.07892686
CENTRO87,2025-07-01,0.080805786
CENTRO87,2025-08-01,0.09510442
CENTRO87,2025-09-01,0.099689975
CENTRO87,2025-10-01,0.08979177
CENTRO87,2025-11-01,0.10645999
CENTRO87,2025-12-01,0.12488981
CENTRO91,2025-07-01,0.14871071
CENTRO91,2025-08-01,0.16296338
CENTRO91,2025-09-01,0.13035116
CENTRO91,2025-10-01,0.1431208
CENTRO91,2025-11-01,0.12974253
CENTRO91,2025-12-01,0.14184724
CENTRO94,2025-07-01,0.07955034
CENTRO94,2025-08-01,0.047007218
CENTRO94,2025-09-01,0.07239337
CENTRO94,2025-10-01,0.07829249
CENTRO94,2025-11-01,0.077772155
CENTRO94,2025-12-01,0.0631683
CENTRO95,2025-07-01,0.16333368
CENTRO95,2025-08-01,0.17886178
CENTRO95,2025-09-01,0.16067821
CENTRO95,2025-10-01,0.12327477
CENTRO95,2025-11-01,0.13473551
CENTRO95,2025-12-01,0.12855466
